ensemble_length,oracle_accuracy,oracle_accuracy
10,0.9989291021903922,0.0006120536941572012
20,0.9988062088087597,0.0002358655164002754
30,0.9979003265142465,0.0009584219187439756
40,0.9991538127849685,0.00014011819351094756
50,0.9985744727835266,0.0005417329211524248
60,0.9987359848293895,0.00032347928784682515
80,0.9990098558093384,0.00015878037204293234
90,0.9982128334794466,0.0019154186494099459
100,0.9992345692393844,7.910007482427561e-05
