ensemble_length,oracle_accuracy,oracle_accuracy
10,0.9996137748322944,0.00022618591909220404
20,0.9996804865278207,0.00019126550090420327
30,0.9996664420154936,0.00021212316148144938
40,0.9997261305610671,7.087749541299914e-05
50,0.9997858202161721,6.0048022321122434e-05
60,0.9996734644257588,0.00022740921729295775
80,0.9997331531562541,7.280606097745344e-05
90,0.9997858199696095,5.467649139304223e-05
100,0.9997928425647965,6.37812312474091e-05
