ensemble_length,oracle_accuracy,oracle_accuracy
10,0.7735444806707032,0.22518967794918915
20,0.6379909951870828,0.17452485231902715
30,0.6946126377891632,0.13121362438706943
40,0.6534389070020182,0.14839563940694067
50,0.6608290638099674,0.18957508163498452
60,0.6326812606738084,0.17428674450541018
80,0.8209439528023598,0.1458320401567679
90,0.6610929979816799,0.11358218004898833
100,0.6733736997360656,0.20687330339239923
