ensemble_length,oracle_accuracy,oracle_accuracy
10,0.06174603174603175,0.012093738189714563
20,0.07873015873015873,0.013009580360409133
30,0.0953968253968254,0.014378008738993165
40,0.10650793650793651,0.02995124954752809
50,0.08984126984126983,0.011949650819120888
60,0.10111111111111111,0.024849002295705212
80,0.10666666666666666,0.0229102667487607
90,0.10698412698412699,0.03788550067640176
100,0.1346031746031746,0.04900624956932118
