ensemble_length,oracle_accuracy,oracle_accuracy
10,0.35365079365079366,0.059913013285910886
20,0.3647619047619048,0.06035295530384396
30,0.3592063492063492,0.058836240530802435
40,0.4331746031746032,0.149762977259137
50,0.4447619047619048,0.10417947767026517
60,0.4003174603174603,0.14410128433200214
80,0.3765079365079365,0.06142877650595356
90,0.41047619047619044,0.1346056079444622
100,0.3706349206349206,0.07266565422609797
