ensemble_length,oracle_accuracy,oracle_accuracy
10,0.4534920634920635,0.4401720671824136
20,0.22222222222222224,0.43744488188954506
30,0.40206349206349207,0.42949474320639236
40,0.33126984126984127,0.4602105787245305
50,0.4722222222222222,0.5038432540893626
60,0.12777777777777777,0.2857197971249731
80,0.2,0.447213595499958
90,0.4722222222222222,0.5038432540893626
100,0.10603174603174603,0.14872706710208505
