ensemble_length,oracle accuracy,standard deviation
10,0.9834820252211557,0.034566192043714535
20,0.97914172783738,0.03978004792047853
30,0.9748089591567852,0.04151707277137598
40,0.9982608695652175,0.0038888138739126615
50,0.9921739130434784,0.015186303649193897
60,1.0,0.0
80,0.9956521739130434,0.009722034684781687
90,0.9930434782608696,0.015555255495650731
100,0.9965217391304348,0.007777627747825362
