ensemble_length,oracle accuracy,standard deviation
10,0.9471,0.033523126345852625
20,0.9573,0.01747444562783035
30,0.9641666666666667,0.00843850302680119
40,0.963525,0.01049047186736611
50,0.96304,0.011488820653139283
60,0.9635166666666667,0.008037542120159202
80,0.9624375000000001,0.008381527307120119
90,0.9624555555555554,0.0061485469527059675
100,0.96078,0.007712862633289909
