ensemble_length,oracle accuracy,standard deviation
10,0.9198499092858322,0.013812362538585124
20,0.8919894141813984,0.03283525096091228
30,0.901259502496514,0.02454097656669022
40,0.8815205493829937,0.03258688199107502
50,0.8768806321503007,0.03965255780884405
60,0.8834457889133791,0.03454382189437964
80,0.8289273237071356,0.15728340613881148
90,0.8621586973145607,0.051600208722000274
100,0.9012475072346424,0.06089838931091653
