ensemble_length,oracle accuracy,standard deviation
10,0.9759892342524703,0.012611543764168225
20,0.9841235212091224,0.005025773111096568
30,0.9887716851843521,0.0031837726294481968
40,0.9895483783905357,0.002199132692018057
50,0.9910942677642331,0.0032424349894434323
60,0.9941942932541646,0.0038675377983983894
80,0.9930292534448892,0.004247114258593561
90,0.9953525857286373,0.0026007814972165188
100,0.9953518360247703,0.004461415210575624
