ensemble_length,oracle accuracy,standard deviation
10,0.9883684342799699,0.00910533269883137
20,0.9868331239004775,0.0040994663417936806
30,0.9873456200608752,0.0045374002535073935
40,0.9882098936081093,0.004249049966131434
50,0.987895183044316,0.003794091786022674
60,0.9875782580771272,0.002092508354255054
80,0.9876890550389545,0.0017155531049503812
90,0.9875071160630347,0.00107918491696574
100,0.9863771299321439,0.0006435654437274005
