ensemble_length,oracle accuracy,standard deviation
10,0.6160060229625447,0.02308598371844558
20,0.652463768115942,0.03961588304526353
30,0.6550197628458497,0.07723374773757963
40,0.6194805194805195,0.045754627054682605
50,0.622044042913608,0.03241290177129672
60,0.6611481272350839,0.04604617083593248
80,0.6907509881422925,0.04463656506188609
90,0.6412045925089402,0.029035141968253034
100,0.6498738942217204,0.044779805120772474
